ID,Nome,Ano,Duracao,Metascore,Generos,Qtd votos,IMDB,Qtd atores,Estrela de cinema,Companhia(s) produtora(s),Distribuicao,idioma original,colecao de filmes,oscars indicados,oscars ganhos,Qtd filmes anteriores ator princ.
200,A Lenda de Tarzan,2016,110,44,"acao, aventura, drama",170.343,62,57,StarsAlexander SkarsgårdRory J. SaperChristian Stevens,Village,Warner Bros.,en,F,,,
201,As Tartarugas Ninja,2014,101,31,"acao, aventura, comedia",205.453,58,28,StarsMegan FoxWill ArnettWilliam Fichtner,Nickelodeon,Paramount,en,T,,,
202,Os Mortos Não Mentem,1998,98,,thriller,885,62,27,StarsTommy Lee JonesVirginia MadsenColin Bruce,Walt Disney,Walt Disney,en,F,,,
203,Guardiões da Galáxia,2014,121,76,"acao, aventura, comedia",1.098.513,80,70,StarsChris PrattVin Diesel(voice)Bradley Cooper(voice),Marvel,Walt Disney,en,T,2,,22
204,Maze Runner: Correr ou Morrer,2014,113,57,"acao, misterio, sci-fi",439.036,68,37,StarsDylan O'BrienKaya ScodelarioWill Poulter,Temple Hill,20th Century Fox,en,T,0,0,
205,Jurassic World: O Mundo dos Dinossauros,2015,124,59,"acao, aventura, sci-fi",603.123,70,38,StarsChris PrattBryce Dallas HowardTy Simpkins,Legendary,Universal,en,T,0,0,23
206,Divertida Mente,2015,95,94,"animacao, aventura, comedia",656.992,81,57,StarsAmy Poehler(voice)Bill Hader(voice)Lewis Black(voice),Walt Disney,Walt Disney,en,F,2,1,
207,Homem-Formiga,2015,117,64,"acao, aventura, comedia",610.661,73,65,StarsPaul RuddMichael DouglasCorey Stoll,Marvel,Walt Disney,en,T,0,0,
208,007 Contra Spectre,2015,148,60,"acao, aventura, thriller",409.716,68,76,StarsDaniel CraigChristoph WaltzLéa Seydoux,EON,Columbia,en,T,1,1,
209,Missão: Impossível - Nação Secreta,2015,131,75,"acao, aventura, thriller",355.619,74,82,StarsTom CruiseRebecca FergusonJeremy Renner,Bad Robot,Paramount,en,T,0,0,
210,O Agente da U.N.C.L.E.,2015,116,56,"acao, aventura, comedia",291.453,73,31,StarsHenry CavillArmie HammerAlicia Vikander,Davis,Warner Bros.,en,F,0,0,
211,Chappie,2015,120,41,"acao, crime, drama",240.347,68,40,StarsSharlto CopleyDev PatelHugh Jackman,Columbia,Sony,en,F,0,0,
212,Maze Runner: Prova de Fogo,2015,131,43,"acao, aventura, sci-fi",235.139,63,34,StarsDylan O'BrienKaya ScodelarioThomas Brodie-Sangster,Temple Hill,20th Century Fox,en,T,0,0,
213,A Série Divergente: Insurgente,2015,119,42,"acao, aventura, sci-fi",227.032,62,47,StarsShailene WoodleyAnsel ElgortTheo James,Summit,Paris,en,T,0,0,
214,Minions,2015,91,56,"animacao, aventura, comedia",222.356,64,51,StarsSandra Bullock(voice)Jon Hamm(voice)Michael Keaton(voice),Illumination,Universal,en,T,0,0,
215,Sem Reservas ,2007,104,50,"comedia, drama, romance",73.120,63,45,StarsCatherine Zeta-JonesAaron EckhartAbigail Breslin,Village,Warner Bros.,en,F,0,0,
216,12 Homens e uma Sentença ,1957,96,96,"crime, drama",733.045,90,12,StarsHenry FondaLee J. CobbMartin Balsam,,,en,F,3,0,
217,A Felicidade Não se Compra,1946,130,89,"drama, familia, fantasia",423.688,86,35,StarsJames StewartDonna ReedLionel Barrymore,Liberty,PKO,en,F,5,0,
218,Psicose ,1960,109,97,"horror, misterio, thriller",633.593,85,13,StarsAnthony PerkinsJanet LeighVera Miles,Shamley,Paramount,en,T,4,0,
219,"M, o Vampiro de Dusseldorf ",1931,117,,"crime, misterio, thriller",151.191,83,18,StarsPeter LorreEllen WidmannInge Landgut,Nero-Film,Vereinigte,en,F,0,0,
220,Touro Indomável,1980,129,89,"biografia, drama",336.874,82,86,StarsRobert De NiroCathy MoriartyJoe Pesci,,United Artists,en,F,8,2,
221,O Homem Elefante ,1980,124,78,"biografia, drama",231.321,81,63,StarsAnthony HopkinsJohn HurtAnne Bancroft,Brooksfilms,Paramount,en,F,8,0,
222,Sin City: A Cidade do Pecado ,2005,124,74,"crime, thriller",751.010,80,58,StarsMickey RourkeClive OwenBruce Willis,Dimension,Walt Disney,en,F,0,0,
223,Pacto Sinistro ,1951,101,88,"crime, drama",129.745,80,12,StarsFarley GrangerRobert WalkerRuth Roman,,,en,F,1,0,
224,...E o Vento Levou,1939,238,97,"drama, historia, romance",302.320,81,43,StarsClark GableVivien LeighThomas Mitchell,,,en,F,15,10,
225,O Mágico de Oz ,1939,102,92,"aventura, familia, fantasia",380.392,80,12,StarsJudy GarlandFrank MorganRay Bolger,Metro-Goldwyn-Mayer,Loew's ,en,F,5,2,
226,Um Corpo que Cai ,1958,128,100,"misterio, romance, thriller",383.775,83,9,StarsJames StewartKim NovakBarbara Bel Geddes,Loew's,MGM,en,F,2,0,
227,O Poderoso Chefão II ,1974,202,90,"crime, drama",1.188.509,90,69,StarsAl PacinoRobert De NiroRobert Duvall,Hitchcock,Paramount,en,T,11,6,
228,Forrest Gump: O Contador de Histórias,1994,142,82,"drama, romance",1.914.752,88,116,StarsTom HanksRobin WrightGary Sinise,,Paramount,en,F,13,6,20
229,A Noviça Rebelde ,1965,172,63,"biografia, drama, familia",216.685,80,20,StarsJulie AndrewsChristopher PlummerEleanor Parker,Tisch ,Paramount,en,F,10,5,
230,"Star Wars, Episódio I: A Ameaça Fantasma",1977,136,51,"acao, aventura, fantasia",758.370,65,59,StarsEwan McGregorLiam NeesonNatalie Portman,20th Century Fox,20th Century Fox,en,T,3,0,
231,E.T.: O Extraterrestre ,1982,115,91,"familia, sci-fi",388.530,78,28,StarsHenry ThomasDrew BarrymorePeter Coyote,Lucasfilm,20th Century Fox,en,F,9,4,
232,O Silêncio dos Inocentes,1991,118,85,"crime, drama, thriller",1.338.081,86,54,StarsJodie FosterAnthony HopkinsLawrence A. Bonney,Universal,Universal,en,F,7,5,25
233,Cantando na Chuva ,1952,103,99,"comedia, musical, romance",229.474,82,8,StarsGene KellyDonald O'ConnorDebbie Reynolds,Strong Heart,Orion,en,F,2,0,
234,Gladiador ,2000,155,67,"acao, aventura, drama",1.405.185,85,36,StarsRussell CroweJoaquin PhoenixConnie Nielsen,,Metro-Goldwyn-Mayer,en,F,12,5,19
235,Titanic ,1997,194,75,"drama, romance",1.098.415,78,88,StarsLeonardo DiCaprioKate WinsletBilly Zane,Red Wagon,DreamWorks,en,F,14,11,9
236,Laranja Mecânica ,1971,136,77,"crime, drama, sci-fi",788.558,83,43,StarsMalcolm McDowellPatrick MageeMichael Bates,Paramount,Paramount,en,F,4,0,
237,Tubarão ,1975,124,87,"aventura, thriller",567.100,80,17,StarsRoy ScheiderRobert ShawRichard Dreyfuss,Polaris,Warner Bros.,en,T,4,3,
238,Coração Valente ,1995,178,68,"biografia, drama, historia",991.523,83,58,StarsMel GibsonSophie MarceauPatrick McGoohan,Zanuck/Brown ,Universal,en,F,5,5,
239,À Espera de um Milagre ,1999,189,61,"crime, drama, fantasia",1.209.143,86,37,StarsTom HanksMichael Clarke DuncanDavid Morse,Paramount,Paramount,en,F,4,0,27
240,Gênio Indomável ,1997,126,70,"drama, romance",904.694,83,42,StarsRobin WilliamsMatt DamonBen Affleck,Castle Rock,Warner Bros.,en,F,7,2,34
241,O Morro dos Ventos Uivantes ,1939,129,70,"drama, romance",9.905,60,13,StarsKaya ScodelarioJames HowsonSolomon Glave,,Be Gentleman,en,F,0,0,
242,Planeta dos Macacos: O Confronto ,2014,130,79,"acao, aventura, drama",424.072,76,30,StarsGary OldmanKeri RussellAndy Serkis,Chernin,20th Century Fox,en,T,1,0,
243,O Lobo de Wall Street ,2013,180,75,"biografia, comedia, crime",1.274.027,82,135,StarsLeonardo DiCaprioJonah HillMargot Robbie,Red Granite,Universal,en,F,5,0,28
244,Sem Escalas ,2014,106,56,"acao, misterio, thriller",257.646,69,31,StarsLiam NeesonJulianne MooreScoot McNairy,Silver,Universal,en,F,0,0,
245,A Saga Crepúsculo: Eclipse ,2010,124,58,"acao, aventura, drama",236.733,50,45,StarsKristen StewartRobert PattinsonTaylor Lautner,Temple Hill,Summit,en,T,0,0,22
246,Caçador de Recompensas (I) ,2010,100,22,"acao, comedia, romance",124.714,56,36,StarsJennifer AnistonGerard ButlerGio Perez,Relativity Media,Columbia,en,F,0,0,
247,A Verdade Nua e Crua ,2009,96,28,"comedia, romance",211.305,64,45,StarsKatherine HeiglGerard ButlerBree Turner,Relativity Media,Columbia,en,T,0,0,
248,Anjos da Noite ,2003,98,,drama,114,70,30,StarsZezé MottaAntônio FagundesMarco Nanini,Lakeshore,Screen Gems,pt-br,T,0,0,
249,A Maldição de Blackhills: Bruxa de Blair 3,2016,89,47,"horror, misterio, thriller",43.766,50,6,StarsJames Allen McCuneCallie HernandezCorbin Reid,Room 101,Lions Gate,en,T,0,0,
250,Frozen: Uma Aventura Congelante,2013,102,75,"animacao,aventura, comedia",593.891,74,58,StarsKristen Bell(voice)Idina Menzel(voice)Jonathan Groff(voice),Walt Disney,Walt Disney,en,T,2,2,
251,Truque de Mestre (I),2013,125,50,"crime, misterio, thriller",623.096,72,55,StarsJesse EisenbergCommonMark Ruffalo,Summit,Summit,en,T,0,0,
252,Esposa de Mentirinha ,2011,117,33,"comedia, romance",231.195,64,59,StarsAdam SandlerJennifer AnistonBrooklyn Decker,Columbia,Columbia,en,F,0,0,41
253,Casa Comigo? ,2010,100,33,"comedia, romance",100.473,65,40,StarsAmy AdamsMatthew GoodeAdam Scott,Universal,Universal,en,F,0,0,26
254,Cartas para Julieta ,2010,105,50,"aventura, comedia, drama",96.561,65,31,StarsAmanda SeyfriedGael García BernalVanessa Redgrave,Summit,Summit,en,F,0,0,
255,Príncipe da Pérsia: As Areias do Tempo ,2010,116,50,"acao, aventura, fantasia",280.219,66,43,StarsJake GyllenhaalGemma ArtertonBen Kingsley,Walt Disney,Walt Disney,en,T,0,0,20
256,Enrolados ,2010,100,71,"animacao, aventura, comedia",424.806,77,36,StarsMandy Moore(voice)Zachary Levi(voice)Donna Murphy(voice),Walt Disney,Walt Disney,en,F,1,0,
257,Os Delírios de Consumo de Becky Bloom ,2009,104,38,"comedia, romance",76.465,59,75,StarsIsla FisherHugh DancyKrysten Ritter,,,en,F,0,0,
258,Stardust: O Mistério da Estrela ,2007,127,66,"aventura, comedia, fantasia",263.716,76,44,StarsCharlie CoxClaire DanesSienna Miller,Ingenious,Paramount,en,F,0,0,
259,O Diário da Princesa 2: Casamento Real ,2004,113,43,"comdeia, familia, romance",77.528,58,140,StarsAnne HathawayCallum BlueJulie Andrews,Paramount,Paramount,en,T,0,0,
260,Como Perder um Homem em 10 Dias ,2003,116,45,"comedia, romance",222.913,64,45,StarsKate HudsonMatthew McConaugheyAdam Goldberg,Paramount,Paramount,en,F,0,0,
261,O Espanta Tubarões ,2004,90,48,"animacao, aventura, comedia",174.617,60,31,StarsWill Smith(voice)Robert De Niro(voice)Renée Zellweger(voic,Walt Disney,Buena Vista,en,F,1,0,18
262,Razão e Sensibilidade ,1995,136,84,"drama, romance",109.738,77,47,StarsEmma ThompsonKate WinsletJames Fleet,,,en,F,6,1,
263,Robôs ,2005,91,64,"animcacao, aventura, comedia",139.407,63,31,StarsEwan McGregor(voice)Halle Berry(voice)Mel Brooks(voice),DreamWorks,DreamWorks,en,F,0,0,
264,Quarteto Fantástico e o Surfista Prateado ,2007,92,45,"acao, aventura, fantasia",257.382,56,24,StarsIoan GruffuddJessica AlbaChris Evans,20th Century Fox,20th Century Fox,en,T,0,0,15
265,Space Jam: O Jogo do Século ,1996,88,59,"animacao, aventura, comedia",189.743,65,51,StarsMichael JordanWayne KnightTheresa Randle,Marvel,20th Century Fox,en,T,0,0,
266,Alien vs. Predador ,2004,101,29,"acao, aventura, horror",191.150,56,40,StarsSanaa LathanLance HenriksenRaoul Bova,Warner Bros.,Warner Bros.,en,T,0,0,
267,Atlantis: O Reino Perdido ,2001,95,52,"animacao, acao, aventura",111.759,69,69,StarsMichael J. Fox(voice)Jim Varney(voice)Corey Burton(voice),Davis,20th Century Fox,en,F,0,0,
268,Mudança de Hábito 2: Mais Loucuras no Convento ,1993,107,38,"comedia, familia, musical",51.691,57,23,StarsWhoopi GoldbergKathy NajimyMaggie Smith,Walt Disney,Buena Vista,en,T,0,0,
269,Uma Noite Mágica ,1998,101,40,"comedia, drama, familia",34.422,54,17,StarsMichael KeatonKelly PrestonJoseph Cross,Toutchstone,Buena Vista,en,F,0,0,
270,A Fantástica Fábrica de Chocolate ,2005,115,72,"aventura, comedia, familia",449.500,66,101,StarsJohnny DeppFreddie HighmoreDavid Kelly,Warner Bros.,Warner Bros.,en,F,1,0,33
271,O Grinch ,2018,85,51,"animacao, aventura, comedia",60.125,63,41,StarsBenedict Cumberbatch(voice)Cameron Seely(voice)Rashida Jones(voice),Village,Warner Bros.,en,F,0,0,
272,Qual Seu Número? ,2011,106,35,"comedia, romance",76.073,61,55,StarsAnna FarisChris EvansAri Graynor,Universal,Universal,en,F,0,0,
273,Os Instrumentos Mortais: Cidade dos Ossos ,2013,130,33,"acao, aventura, fantasia",130.542,59,22,StarsLily CollinsJamie Campbell BowerRobert Sheehan,20th Century Fox,20th Century Fox,en,T,0,0,
274,"Ela Dança, Eu Danço ",2006,104,48,"crime, drama, musical",114.553,65,113,StarsChanning TatumJenna DewanDamaine Radcliff,Screen Gems,Sony,en,T,0,0,
275,Lanterna Verde ,2011,114,39,"acao, aventura, sci-fi",276.397,55,50,StarsRyan ReynoldsBlake LivelyPeter Sarsgaard,Summit,Walt Disney,en,F,0,0,
276,Uma Garota Encantada ,2004,96,53,"comedia, familia, fantasia",65.391,63,38,StarsAnne HathawayHugh DancyCary Elwes,DC,Warner Bros.,en,F,0,0,
277,Ghost - Do Outro Lado da Vida ,1990,127,52,"drama, fantasia, romance",206.731,71,37,StarsPatrick SwayzeDemi MooreWhoopi Goldberg,Paramount,Paramount,en,F,3,2,
278,As Mil Palavras,2012,91,26,"comedia, drama",41.780,59,59,StarsEddie MurphyCliff CurtisKerry Washington,DreamWorks,Paramount,en,F,0,0,37
279,Arthur e os Minimoys,2006,94,39,"animacao, aventura, comedia",35.313,60,38,StarsFreddie HighmoreMia FarrowMadonna(English version),EuropaCorp,EuropaCorp,en,T,0,0,
280,Amor à Segunda Vista ,2002,117,,"comedia, drama, fantasia",4.220,70,26,StarsFrançois CivilJoséphine JapyBenjamin Lavernhe,Castle Rock,Warner Bros.,en,F,0,0,
281,Noiva em Fuga ,1999,116,39,"comedia, romance",95.932,56,46,StarsJulia RobertsRichard GereJoan Cusack,Paramount,Paramount,en,F,0,0,
282,Pocahontas II: Uma Jornada para o Novo Mundo,1998,72,,"animacao, aventura, drama",14.926,49,30,StarsIrene Bedard(voice)Donal Gibson(voice)Jim Cummings(voice),Walt Disney,Walt Disney,en,T,0,0,
283,Anastasia ,1997,94,61,"animacao, aventura, drama",117.529,72,54,StarsMeg Ryan(voice)John Cusack(voice)Christopher Lloyd(voice),20th Century Fox,20th Century Fox,en,F,2,0,
284,Amor por Acidente ,2015,100,20,"comedia, romance",8.246,41,36,Jessica BielRay BrownJenny Gulley,A&M,Tristar,en,F,0,0,
285,Pocahontas (I) ,1995,81,58,"animaco, aventura, drama",178.088,67,15,StarsMel Gibson(voice)Linda Hunt(voice)Christian Bale(voice),Walt Disney,Buena Vista,en,T,2,2,
286,O Guarda-Costas ,1992,129,39,"acao, drama, musical",127.505,63,57,StarsKevin CostnerWhitney HoustonGary Kemp,Kasdan,Warner Bros.,en,F,2,0,
287,Esqueceram de Mim 3 ,1997,102,,"acao, comedia, crime",110.992,45,30,StarsAlex D. LinzOlek KrupaRya Kihlstedt,Hughes,20th Century Fox,en,T,0,0,
288,A Pequena Sereia II: O Retorno para o Mar ,2000,75,,"animacao, aventura, drama",18.670,56,19,StarsTara Strong(voice)Pat Carroll(voice)Jodi Benson(voice),Walt Disney,Buena Vista,en,T,0,0,
289,G.I. Joe: Retaliação,2013,110,41,"acao, aventura, sci-fi",178.154,58,54,StarsDwayne JohnsonChanning TatumAdrianne Palicki,Hasbro,Paramount,en,T,0,0,23
290,Pequenos Espiões 3: Game Over,2003,84,43,"acao, aventura, comedia",57.879,57,33,StarsDaryl SabaraAlexa PenaVegaAntonio Banderas,,,en,T,0,0,
291,O Pequeno Stuart Little 2,2002,77,66,"animacao, aventura, comedia",52.548,55,29,StarsMichael J. Fox(voice)Geena DavisHugh Laurie,Columbia,Sony,en,T,0,0,
292,"Hook, a Volta do Capitão Gancho",1991,142,52,"aventura, comedia, familia",243.766,68,73,StarsDustin HoffmanRobin WilliamsJulia Roberts,Amblin,Tristar,en,T,0,0,
293,Dr. Dolittle 2 ,2001,87,49,"comedia, familia, fantasia",44.370,47,74,StarsEddie MurphyCedric the Entertainer(voice)Kristen Wilson,Davis,20th Century Fox,en,T,0,0,22
294,Motoqueiro Fantasma: Espírito de Vingança ,2011,96,34,"acao, fantasia, thriller",115.220,43,19,StarsNicolas CageCiarán HindsIdris Elba,Columbia,Columbia,en,T,0,0,66
295,Hairspray: Em Busca da Fama,2007,117,81,"comedia, drama, musical",124.702,67,143,StarsJohn TravoltaQueen LatifahNikki Blonsky,Ingenious,New Line,en,T,0,0,48
296,Sempre ao Seu Lado ,2009,93,,"biografia, drama, familia",267.981,81,23,StarsRichard GereJoan AllenCary-Hiroyuki Tagawa,,Stage ,en,F,0,0,40
297,Ponte para Terabítia ,2007,96,74,"drama, familia, fantasia",149.658,72,26,StarsJosh HutchersonAnnaSophia RobbZooey Deschanel,Walden,Walt Disney,en,F,0,0,
298,Pixels,2015,105,27,"animacao, acao, comedia",137.605,55,71,Adam SandlerKevin JamesMichelle Monaghan,Hughes Winborne,Universal,en,T,0,0,54
299,Carros ,2006,97,73,"animacao, aventura, comedia",389.668,71,85,StarsOwen Wilson(voice)Bonnie Hunt(voice)Paul Newman(voice),Pixar,Walt Disney,en,T,2,0,